"Okres sprawozdawczy:";"Dane roczne";
"Kategoria:";"WYNAGRODZENIA I ŚWIADCZENIA SPOŁECZNE";
"Grupa:";"WYNAGRODZENIA";
"Podgrupa:";"Przeciętne miesięczne wynagrodzenia brutto";
"Wymiary:";"Wyszczególnienie, Lata";

"Kod";"Jednostka terytorialna";"ogółem";"ogółem";"ogółem";"ogółem";"ogółem";"ogółem";"ogółem";"ogółem";"ogółem";"ogółem";"ogółem";
;;"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";
;;"[zł]";"[zł]";"[zł]";"[zł]";"[zł]";"[zł]";"[zł]";"[zł]";"[zł]";"[zł]";"[zł]";
"5020564000";"Powiat m.Wrocław";"2298,65";"2367,30";"2511,41";"2649,62";"2797,71";"3048,98";"3415,39";"3556,10";"3675,85";"3827,68";":";
"5160000000";" OPOLSKIE";"2029,99";"2087,30";"2183,74";"2249,89";"2367,74";"2607,45";"2873,22";"2987,87";"3137,29";"3249,58";":";
"5163101000";"Powiat brzeski";"1812,89";"1842,78";"2001,14";"2020,56";"2109,13";"2444,73";"2618,35";"2687,60";"2795,69";"2962,78";":";
"5163104000";"Powiat kluczborski";"1822,92";"1860,65";"1969,43";"2022,05";"2167,54";"2373,00";"2634,96";"2730,08";"2848,38";"2994,99";":";
"5163106000";"Powiat namysłowski";"1912,57";"1956,53";"2062,95";"2190,63";"2180,72";"2380,02";"2548,88";"2671,86";"2833,22";"2974,33";":";
"5163107000";"Powiat nyski";"1720,63";"1783,79";"1847,99";"1938,81";"2050,28";"2257,82";"2459,65";"2612,02";"2733,31";"2846,85";":";
"5163110000";"Powiat prudnicki";"1712,22";"1744,88";"1856,02";"1909,73";"2032,48";"2224,60";"2448,47";"2594,65";"2730,02";"2958,74";":";
"5163202000";"Powiat głubczycki";"1786,49";"1842,45";"1915,69";"1991,34";"2148,49";"2363,83";"2592,27";"2750,66";"2878,02";"3031,11";":";
"5163203000";"Powiat kędzierzyńsko-kozielski";"2140,54";"2197,49";"2326,20";"2387,96";"2636,85";"2923,97";"3290,81";"3363,79";"3518,97";"3753,82";":";
"5163205000";"Powiat krapkowicki";"2483,63";"2587,59";"2721,26";"2790,61";"2931,64";"3186,01";"3544,89";"3602,56";"3798,54";"3597,89";":";
"5163208000";"Powiat oleski";"1846,33";"1908,09";"1979,46";"2035,72";"2159,31";"2263,00";"2511,31";"2622,70";"2731,82";"2868,91";":";
"5163209000";"Powiat opolski";"2032,28";"2079,75";"2126,06";"2191,24";"2210,40";"2430,34";"2637,16";"2681,01";"2872,04";"2785,98";":";
"5163211000";"Powiat strzelecki";"1840,68";"1943,82";"2029,00";"2104,69";"2221,78";"2401,25";"2656,52";"2839,95";"2929,69";"3079,75";":";
"5163261000";"Powiat m.Opole";"2276,22";"2326,35";"2411,36";"2471,69";"2595,37";"2876,99";"3193,94";"3352,46";"3541,80";"3714,16";":";
"6040000000";" KUJAWSKO-POMORSKIE";"1953,39";"2000,96";"2087,30";"2153,46";"2268,87";"2443,17";"2691,69";"2810,97";"2910,82";"3062,32";":";
"6040603000";"Powiat bydgoski";"1741,56";"1784,25";"1841,90";"1930,38";"1966,50";"2236,28";"2538,37";"2611,54";"2710,17";"2876,85";":";
"6040615000";"Powiat toruński";"1733,44";"1750,13";"1848,94";"1864,47";"1935,61";"2100,86";"2334,20";"2399,99";"2520,88";"2641,14";":";
"6040661000";"Powiat m.Bydgoszcz";"2126,46";"2162,47";"2259,10";"2343,98";"2482,78";"2690,84";"2973,85";"3074,32";"3184,45";"3363,68";":";
"6040663000";"Powiat m.Toruń";"2070,67";"2151,47";"2267,80";"2384,02";"2560,95";"2753,44";"3038,58";"3175,43";"3220,95";"3414,28";":";
"6040702000";"Powiat brodnicki";"1732,43";"1773,08";"1838,10";"1939,95";"2041,19";"2198,64";"2367,29";"2454,56";"2593,62";"2714,96";":";
"6040704000";"Powiat chełmiński";"1876,56";"1950,95";"2045,35";"1779,56";"1919,16";"2108,73";"2269,91";"2452,10";"2685,20";"2772,46";":";
"6040705000";"Powiat golubsko-dobrzyński";"1704,25";"1728,81";"1810,65";"1892,63";"1978,27";"2164,60";"2394,01";"2492,92";"2655,44";"2864,08";":";
"6040706000";"Powiat grudziądzki";"1668,70";"1699,67";"1804,01";"1951,27";"1984,16";"2126,35";"2362,16";"2483,55";"2634,23";"2840,81";":";
"6040713000";"Powiat sępoleński";"1574,75";"1606,38";"1736,88";"1811,71";"1901,51";"2047,91";"2296,09";"2537,61";"2696,45";"2820,74";":";
"6040714000";"Powiat świecki";"2103,67";"2191,37";"2210,25";"2208,99";"2290,19";"2465,01";"2711,04";"2813,48";"2901,68";"3031,32";":";
"6040716000";"Powiat tucholski";"1675,59";"1693,92";"1773,60";"1855,47";"1916,60";"2051,01";"2267,68";"2446,84";"2588,59";"2694,54";":";
"6040717000";"Powiat wąbrzeski";"1851,50";"1809,06";"1921,86";"1980,24";"2073,34";"2193,29";"2385,45";"2582,75";"2660,78";"2859,74";":";
"6040762000";"Powiat m.Grudziądz";"1811,37";"1842,79";"1896,20";"1889,84";"2014,26";"2210,11";"2453,87";"2553,10";"2641,57";"2754,99";":";
"6040801000";"Powiat aleksandrowski";"1666,30";"1718,03";"1768,67";"1813,70";"1931,33";"2048,15";"2264,20";"2362,55";"2529,72";"2624,54";":";
"6040807000";"Powiat inowrocławski";"1878,98";"1913,68";"1988,00";"2039,85";"2127,09";"2251,00";"2538,74";"2688,19";"2784,22";"2889,59";":";
"6040808000";"Powiat lipnowski";"1622,21";"1710,96";"1708,61";"1921,54";"1968,87";"2074,42";"2337,65";"2436,37";"2541,26";"2668,15";":";
"6040809000";"Powiat mogileński";"1676,93";"1727,76";"1800,77";"1863,38";"1977,45";"2167,70";"2387,27";"2550,92";"2610,47";"2785,00";":";
"6040810000";"Powiat nakielski";"1751,93";"1784,94";"1852,69";"1932,12";"1997,90";"2145,00";"2375,03";"2539,05";"2702,71";"2868,29";":";
"6040811000";"Powiat radziejowski";"1682,98";"1774,56";"1820,47";"1902,61";"1994,04";"2146,56";"2346,78";"2421,58";"2580,17";"2687,99";":";
"6040812000";"Powiat rypiński";"1655,63";"1753,19";"1830,74";"1865,83";"2016,12";"2144,46";"2376,28";"2482,02";"2645,83";"2743,36";":";
"6040818000";"Powiat włocławski";"1655,51";"1616,40";"1628,04";"1717,01";"1898,26";"2010,89";"2231,78";"2379,63";"2500,93";"2644,28";":";
"6040819000";"Powiat żniński";"1665,11";"1703,08";"1751,39";"1779,84";"1906,51";"2062,85";"2252,18";"2413,71";"2507,49";"2645,24";":";
"6040864000";"Powiat m.Włocławek";"2029,35";"2090,24";"2226,23";"2279,95";"2383,02";"2531,51";"2745,60";"2931,23";"3018,94";"3132,44";":";
"6220000000";" POMORSKIE";"2175,63";"2257,16";"2374,71";"2511,25";"2650,20";"2882,56";"3167,70";"3320,06";"3383,58";"3567,49";":";
"6224004000";"Powiat gdański";"1916,30";"1966,31";"2113,87";"2143,99";"2401,19";"2612,77";"2835,59";"2969,61";"3090,49";"3182,04";":";
"6224005000";"Powiat kartuski";"1752,12";"1860,29";"1929,29";"1972,88";"2093,78";"2295,23";"2520,96";"2749,16";"2765,79";"2887,04";":";
"6224010000";"Powiat nowodworski";"1782,70";"1845,08";"1949,89";"1995,38";"2072,03";"2238,76";"2489,29";"2712,39";"2751,87";"2972,49";":";
"6224011000";"Powiat pucki";"1889,24";"1905,49";"1956,29";"2052,23";"2165,88";"2403,82";"2628,47";"2735,02";"2872,86";"3002,77";":";
"6224015000";"Powiat wejherowski";"1859,51";"1963,40";"2004,85";"2051,05";"2200,05";"2492,52";"2726,86";"2829,33";"2900,50";"3029,92";":";
"6224101000";"Powiat bytowski";"1699,35";"1804,97";"1879,21";"2003,67";"2098,96";"2277,73";"2537,65";"2659,26";"2766,41";"2947,50";":";
"6224102000";"Powiat chojnicki";"1689,15";"1734,98";"1790,87";"1881,88";"1964,99";"2124,02";"2350,96";"2458,88";"2557,33";"2689,90";":";
"6224103000";"Powiat człuchowski";"1749,69";"1820,32";"1938,97";"2021,10";"2057,52";"2274,37";"2552,55";"2624,95";"2785,13";"2902,91";":";
"6224108000";"Powiat lęborski";"1779,60";"1868,40";"1982,02";"2079,09";"2167,27";"2390,56";"2658,12";"2786,53";"2847,29";"2947,96";":";
"6224112000";"Powiat słupski";"1662,73";"1756,63";"1850,41";"1954,55";"2026,43";"2208,96";"2410,06";"2593,99";"2783,14";"2911,32";":";
"6224163000";"Powiat m.Słupsk";"1977,03";"2026,79";"2100,44";"2111,10";"2231,21";"2399,33";"2667,51";"2897,25";"2990,58";"3083,98";":";
"6224206000";"Powiat kościerski";"1810,53";"1842,89";"1898,50";"1941,55";"1973,62";"2158,48";"2384,91";"2514,05";"2628,62";"2721,25";":";
"6224207000";"Powiat kwidzyński";"2223,92";"2458,31";"2344,97";"2413,15";"2512,04";"2611,08";"2820,67";"2983,83";"3030,53";"3243,13";":";
"6224209000";"Powiat malborski";"1895,74";"1947,67";"2007,41";"2044,03";"2150,54";"2318,06";"2657,47";"2751,39";"2825,70";"2963,76";":";
"6224213000";"Powiat starogardzki";"2013,14";"2153,38";"2209,43";"2313,11";"2442,48";"2595,63";"2727,06";"2856,49";"2934,77";"3058,97";":";
"6224214000";"Powiat tczewski";"1983,91";"2055,31";"2204,43";"2317,41";"2435,18";"2593,90";"2772,58";"2965,20";"3061,62";"3286,26";":";
"6224216000";"Powiat sztumski";"1676,72";"1760,62";"1914,78";"1993,51";"2054,99";"2222,23";"2430,42";"2598,73";"2600,15";"2749,43";":";
"6224361000";"Powiat m.Gdańsk";"2491,47";"2611,00";"2767,68";"3017,45";"3177,70";"3473,08";"3847,90";"4053,17";"4108,37";"4327,35";":";
"6224362000";"Powiat m.Gdynia";"2423,41";"2418,93";"2658,04";"2741,05";"2914,02";"3198,33";"3493,85";"3583,90";"3662,62";"3938,74";":";
"6224364000";"Powiat m.Sopot";"2496,10";"2593,94";"2727,49";"2824,33";"3068,44";"3286,43";"3721,15";"3901,72";"3941,65";"3985,66";":";
"6280000000";" WARMIŃSKO-MAZURSKIE";"1947,99";"2003,28";"2050,21";"2103,99";"2218,32";"2398,00";"2615,33";"2752,41";"2879,97";"3019,37";":";
"6285402000";"Powiat braniewski";"1750,16";"1840,77";"1901,11";"1939,50";"2099,03";"2243,42";"2433,31";"2548,62";"2699,43";"2892,95";":";
"6285403000";"Powiat działdowski";"1655,36";"1737,11";"1794,44";"1838,29";"1973,47";"2188,50";"2443,94";"2546,68";"2661,38";"2634,39";":";
"6285404000";"Powiat elbląski";"1688,20";"1768,57";"1784,90";"1847,48";"1950,03";"2085,09";"2361,36";"2473,75";"2554,99";"2781,25";":";
"6285407000";"Powiat iławski";"1619,78";"1708,06";"1715,10";"1786,59";"1903,96";"2077,76";"2231,15";"2338,60";"2492,56";"2639,03";":";
"6285412000";"Powiat nowomiejski";"1600,25";"1685,20";"1712,03";"1708,76";"1824,65";"1962,49";"2208,04";"2308,70";"2427,79";"2599,04";":";
"6285415000";"Powiat ostródzki";"1759,46";"1802,50";"1865,94";"1905,22";"1982,54";"2151,13";"2380,30";"2503,69";"2633,74";"2759,64";":";
"6285461000";"Powiat m.Elbląg";"2281,22";"2339,45";"2143,79";"2135,51";"2217,57";"2429,10";"2670,79";"2837,38";"2969,87";"3168,80";":";
"6285505000";"Powiat ełcki";"1819,73";"1835,02";"1934,11";"1987,37";"2067,67";"2205,27";"2416,99";"2583,85";"2721,79";"2835,70";":";
"6285506000";"Powiat giżycki";"1710,37";"1780,63";"1862,61";"1941,41";"2021,24";"2205,10";"2421,67";"2485,34";"2649,21";"2793,21";":";
"6285513000";"Powiat olecki";"1777,10";"1832,13";"1923,11";"1983,40";"2070,33";"2275,16";"2458,59";"2549,90";"2599,13";"2812,94";":";
"6285516000";"Powiat piski";"1914,06";"2034,15";"2113,58";"2143,07";"2220,25";"2394,68";"2594,04";"2595,80";"2726,06";"2923,37";":";
"6285518000";"Powiat gołdapski";"1634,51";"1665,23";"1725,92";"1739,34";"1793,58";"1871,03";"2209,67";"2360,83";"2515,32";"2629,46";":";
"6285519000";"Powiat węgorzewski";"1648,29";"1679,89";"1755,03";"1835,33";"1963,52";"2070,27";"2284,39";"2448,01";"2575,77";"2664,54";":";
"6285601000";"Powiat bartoszycki";"1772,12";"1803,55";"1835,77";"1910,04";"1981,20";"2138,45";"2357,78";"2624,62";"2725,29";"2866,40";":";
"6285608000";"Powiat kętrzyński";"1752,77";"1824,80";"1867,00";"1821,43";"1894,81";"2030,68";"2263,18";"2423,01";"2502,02";"2719,97";":";
"6285609000";"Powiat lidzbarski";"1567,80";"1595,49";"1724,95";"1759,84";"1856,80";"2008,19";"2270,42";"2467,93";"2632,79";"2804,79";":";
"6285610000";"Powiat mrągowski";"1740,63";"1709,89";"1814,70";"1888,20";"2022,52";"2244,49";"2510,13";"2611,13";"2823,87";"2708,77";":";
"6285611000";"Powiat nidzicki";"1561,11";"1634,21";"1721,25";"1843,41";"1865,70";"2078,26";"2239,47";"2427,52";"2513,61";"2683,94";":";
"6285614000";"Powiat olsztyński";"1759,76";"1801,78";"1876,83";"1971,04";"2041,68";"2310,29";"2645,11";"2761,13";"2910,37";"3105,47";":";
"6285617000";"Powiat szczycieński";"1793,92";"1857,81";"1941,86";"2001,89";"2100,15";"2240,32";"2457,98";"2628,35";"2781,74";"3045,34";":";
"6285662000";"Powiat m.Olsztyn";"2271,09";"2356,41";"2477,34";"2562,95";"2741,54";"2931,15";"3132,80";"3322,72";"3443,21";"3546,91";":";
